address,decimals,name,symbol
0x006bea43baa3f7a6f765f14f10a1a1b08334ef45,18,Stox,STX
0x0327112423f3a68efdf1fcf402f6c5cb9f7c33fd,18,PieDAOBTC++,BTC
0x0417912b3a7af768051765040a55bb0925d4ddcf,18,LiquidityDividendsProtocol,LID
0x04fa0d235c4abf4bcf4787af4cf447de572ef828,18,UMAVotingTokenv1,UMA
0x07597255910a51509ca469568b048f2597e72504,18,Uptrennd,1UP
0x08d967bb0134f2d07f7cfb6e246680c53927dd30,18,MATHToken,MATH
0x0a913bead80f321e7ac35285ee10d9d922659cb7,18,DOSNetworkToken,DOS
0x0ae055097c6d159879521c384f1d2123d1f195e6,18,STAKE,STAKE
0x88df592f8eb5d7bd38bfef7deb0fbc02cf3778a0,18,TellorTributes,TRB
0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,18,yearn.finance,YFI
0x0cf0ee63788a0849fe5297f3407f701e122cc023,18,Streamr,DATA
0x0d438f3b5175bebc262bf23753c1e53d03432bde,18,WrappedNXM,wNXM
0x0d8775f648430679a709e98d2b0cb6250d2887ef,18,BasicAttentionToken,BAT
0x0e8d6b471e332f140e7d9dbb99e5e3822f728da6,18,Abyss,ABYSS
0x0f5d2fb29fb7d3cfee444a200298f468908cc942,18,Mana,MANA
0x0f7f961648ae6db43c75663ac7e5414eb79b5704,18,XIONetwork,XIO
0x12b19d3e2ccc14da04fae33e63652ce469b3f2fd,12,GRID,GRID
0x12f649a9e821f90bb143089a6e56846945892ffb,18,uDOO,uDOO
0x13339fd07934cd674269726edf3b5ccee9dd93de,18,CurToken,CUR
0x1453dbb8a29551ade11d89825ca812e05317eaeb,18,TendiesToken,TEND
0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,18,Numeraire,NMR
0x178c820f862b14f316509ec36b13123da19a6054,18,EnergyWebTokenBridged,EWTB
0x1a5f9352af8af974bfc03399e3767df6370d82e4,18,OWLToken,OWL
0x1beef31946fbbb40b877a72e4ae04a8d1a5cee06,18,Parachute,PAR
0x196f4727526ea7fb1e17b2071b3d8eaa38486988,18,Reserve,RSV
0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,18,Bancor,BNT
0x20f7a3ddf244dc9299975b4da1c39f8d5d75f05a,6,SapienNetwork,SPN
0x221657776846890989a759ba2973e427dff5c9bb,18,ReputationV2,REPv2
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8,WrappedBTC,WBTC
0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6,18,RaidenNetworkToken,RDN
0x26b3038a7fc10b36c426846a9086ef87328da702,18,YieldFarmingToken,YFT
0x27054b13b1b798b345b591a4d22e6562d47ea75a,4,AirSwap,AST
0x28cb7e841ee97947a86b06fa4090c8451f64c0be,18,YFLink,YFL
0x28dee01d53fed0edf5f6e310bf8ef9311513ae40,18,BlitzPredict,XBP
0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,8,HEX,HEX
0x2ba592f78db6436527729929aaf6c908497cb200,18,Cream,CREAM
0x2c4e8f2d746113d0696ce89b35f0d8bf88e0aeca,18,OpenSimpleToken,OST
0x2c537e5624e4af88a7ae4060c022609376c8d0eb,6,BiLira,TRYB
0x2c974b2d0ba1716e644c1fc59982a89ddd2ff724,18,Viberate,VIB
0x301c755ba0fca00b1923768fffb3df7f4e63af31,18,GlobalDigitalContent,GDC
0x309627af60f0926daa6041b8279484312f2bf060,18,USDB,USDB
0x30f271c9e86d2b7d00a6376cd96a1cfbd5f0b9b3,18,Decentr,DEC
0x3166c570935a7d8554c8f4ea792ff965d2efe1f2,18,QDAO,QDAO
0x340d2bde5eb28c1eed91b2f790723e3b160613b7,18,BLOCKv,VEE
0x37e8789bb9996cac9156cd5f5fd32599e6b91289,18,AidCoin,AID
0x3a92bd396aef82af98ebc0aa9030d25a23b11c6b,18,Tokenbox,TBX
0x3c6ff50c9ec362efa359317009428d52115fe643,18,PeerExNetwork,PERX
0x3d1ba9be9f66b8ee101911bc36d3fb562eac2244,18,Rivetz,RVT
0x408e41876cccdc0f92210600ef50372656052a38,18,Republic,REN
0x40fd72257597aa14c7231a7b1aaa29fce868f677,18,SoraToken,XOR
0x419d0d8bdd9af5e606ae2232ed285aff190e711b,8,FunFair,FUN
0x41ab1b6fcbb2fa9dced81acbdec13ea6315f2bf2,18,XinFin,XDCE
0x41e5560054824ea6b0732e656e3ad64e20e94e45,8,Civic,CVC
0x42d6622dece394b54999fbd73d108123806f6a18,18,SPANK,SPANK
0x43044f861ec040db59a7e324c40507addb673142,18,Cap,CAP
0xfef4185594457050cc9c23980d301908fe057bb1,18,VIDTDatalink,VIDT
0x4470bb87d77b963a013db939be332f927f2b992e,4,AdExNetworkV1,ADXv1
0x456ae45c0ce901e2e7c99c0718031cec0a7a59ff,18,VisionNetwork,VSN
0x49184e6dae8c8ecd89d8bdc1b950c597b8167c90,2,LIBERTAS,LIBERTAS
0x4946fcea7c692606e8908002e55a582af44ac121,18,FOAMToken,FOAM
0x4954db6391f4feb5468b6b943d4935353596aec9,18,USDQ,USDQ
0x4a220e6096b25eadb88358cb44068a3248254675,18,Quant,QNT
0x4a57e687b9126435a9b19e4a802113e266adebde,18,Flexacoin,FXC
0x4aac461c86abfa71e9d00d9a2cde8d74e4e1aeea,18,ZINC,ZINC
0x4c327471c44b2dacd6e90525f9d629bd2e4f662c,18,GHOST,GHOST
0x4cc19356f2d37338b9802aa8e8fc58b0373296e7,18,SelfKey,KEY
0x4d953cf077c0c95ba090226e59a18fcf97db44ec,18,MINISWAP,MINI
0x4da9b813057d04baef4e5800e36083717b4a0341,18,AaveInterestbearingTUSD,aTUSDv1
0x4e352cf164e64adcbad318c3a1e222e9eba4ce42,18,MCDEXToken,MCB
0x4f3afec4e5a3f2a6a1a411def7d7dfe50ee057bf,9,DigixGoldToken,DGX
0x4fabb145d64652a948d72533023f6e7a623c7c53,18,BinanceUSD,BUSD
0x5102791ca02fc3595398400bfe0e33d7b6c82267,18,LeadCoin,LDC
0x514910771af9ca656af840dff83e8264ecf986ca,18,ChainLink,LINK
0x543ff227f64aa17ea132bf9886cab5db55dcaddf,18,DAOStack,GEN
0x56d811088235f11c8920698a204a5010a788f4b3,18,bZxProtocolToken,BZRX
0x5732046a883704404f284ce41ffadd5b007fd668,18,Bluzelle,BLZ
0x57700244b20f84799a31c6c96dadff373ca9d6c5,18,TRUSTDAO,TRUST
0x58b6a8a3302369daec383334672404ee733ab239,18,LivepeerToken,LPT
0x595832f8fc6bf59c85c527fec3740a1b7a361269,6,PowerLedger,POWR
0x5adc961d6ac3f7062d2ea45fefb8d8167d44b190,18,Dether,DTH
0x5c872500c00565505f3624ab435c222e558e9ff8,18,CoTrader,COT
0x5caf454ba92e6f2c929df14667ee360ed9fd5b26,18,Dev,DEV
0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,8,CompoundDai,cDAI
0x5d60d8d7ef6d37e16ebabc324de3be57f135e0bc,18,MyBit,MYB
0x607c794cda77efb21f8848b7910ecf27451ae842,18,DeFiPIEToken,PIE
0x607f4c5bb672230e8672085532f7e901544a7375,9,iExecRLC,RLC
0x6226caa1857afbc6dfb6ca66071eb241228031a1,18,Linkart,LAR
0x6251e725cd45fb1af99354035a414a2c0890b929,18,MixTrust,MXT
0x625ae63000f46200499120b906716420bd059240,18,AaveInterestbearingSUSD,aSUSDv1
0x667088b212ce3d06a1b553a7221e1fd19000d9af,18,Wings,WINGS
0x6710c63432a2de02954fc0f851db07146a6c0312,18,SmartMFG,MFG
0x6758b7d441a9739b98552b373703d8d3d14f9e62,18,POA,POA20
0x6810e776880c02933d47db1b9fc05908e5386b96,18,Gnosis,GNO
0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25,18,SirinLabs,SRN
0x6b785a0322126826d8226d77e173d75dafb84d11,18,BankrollVault,VLT
0x6b9f031d718dded0d681c20cb754f97b3bb81b78,18,Geeq,GEEQ
0x6ba460ab75cd2c56343b3517ffeba60748654d26,8,UpToken,UP
0x6c6ee5e31d828de241282b9606c8e98ea48526e2,18,HoloToken,HOT
0x6f87d756daf0503d08eb8993686c7fc01dc44fb1,18,UniTrade,TRADE
0x6fe56c0bcdd471359019fcbc48863d6c3e9d4f41,18,PropsToken,PROPS
0x71fc860f7d3a592a4a98740e39db31d25db65ae8,6,AaveInterestbearingUSDT,aUSDTv1
0x737f98ac8ca59f2c68ad658e3c3d8c8963e40a4c,18,Amon,AMN
0x744d70fdbe2ba4cf95131626614a1763df805b9e,18,Status,SNT
0x763186eb8d4856d536ed4478302971214febc6a9,18,BetterBetting,BETR
0x780116d91e5592e58a3b3c76a351571b39abcec6,15,Blockparty,BOXX
0x7b0c06043468469967dba22d1af33d77d44056c8,4,MorpheusNetwork,MRPH
0x7b123f53421b1bf8533339bfbdc7c98aa94163db,18,dfohub,buidl1
0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,18,Santiment,SAN
0x7de91b204c1c737bcee6f000aaa6569cf7061cb7,9,Robonomics,XRT
0x80fb784b7ed66730e8b1dbd9820afd29931aab03,18,EthLend,LEND
0x814e0908b12a99fecf5bc101bb5d0b8b5cdf7d26,18,MeasurableDataToken,MDT1
0x8207c1ffc5b6804f6024322ccf34f29c3541ae26,18,OriginProtocol,OGN
0x821144518dfe9e7b44fcf4d0824e15e8390d4637,18,ATISToken,ATIS
0x83984d6142934bb535793a82adb0a46ef0f66b6d,4,Remme,REM
0x83cee9e086a77e492ee0bb93c2b0437ad6fdeccc,18,Goldmint,MNTP
0x8400d94a5cb0fa0d041a3788e395285d61c9ee5e,8,UniBright,UBT
0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,18,DIAToken,DIA
0x8762db106b2c2a0bccb3a80d1ed41273552616e8,18,ReserveRights,RSR
0x89ab32156e46f46d02ade3fecbe5fc4243b9aaed,18,pNetworkToken,PNT
0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,18,Akropolis,AKRO
0x7b6f71c8b123b38aa8099e0098bec7fbc35b8a13,8,NerveNetwork,NVT
0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,18,Swipe,SXP
0x8e870d67f660d95d5be530380d0ec0bd388289e1,18,PaxDollar,USDP
0x8eb24319393716668d768dcec29356ae9cffe285,8,SingularityNETToken,AGI
0x8f8221afbb33998d8584a2b05749ba73c37a938a,18,Request,REQ
0x0258f474786ddfd37abce6df6bbb1dd5dfc4434a,8,OrionProtocol,ORN
0x9214ec02cb71cba0ada6896b8da260736a67ab10,18,REAL,REAL
0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,18,Kleros,PNK
0x95172ccbe8344fecd73d0a30f54123652981bd6f,18,MeridianNetwork,LOCK
0x960b236a07cf122663c4303350609a66a7b288c0,18,AragonNetworkToken,ANTv1
0x967da4048cd07ab37855c090aaf366e4ce1b9f48,18,OceanToken,OCEAN
0x990f341946a3fdb507ae7e52d17851b87168017c,18,Strong,STRONG
0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec,18,Polymath,POLY
0x9ba00d6856a4edf4665bca2c2309936572473b7e,6,AaveInterestbearingUSDC,aUSDCv1
0x9cb2f26a23b8d89973f08c957c4d7cdf75cd341c,6,DigitalRand,DZAR
0x9f49ed43c90a540d1cf12f6170ace8d0b88a14e6,18,ETHRSI6040YieldII,ETHRSIAPY
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,18,Maker,MKR
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,USDCoin,USDC
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3,18,PundiX,NPXS
0xa1d0e215a23d7030842fc67ce582a6afa3ccab83,18,YFII.finance,YFII
0xa1d65e8fb6e87b60feccbc582f7f97804b725521,18,DXdao,DXD
0xa3bed4e1c75d00fa6f4e5e6922db7261b5e9acd2,18,Meta,MTA
0xa3d58c4e56fedcae3a7c43a725aee9a71f0ece4e,18,Metronome,MET
0xa462d0e6bb788c7807b1b1c96992ce1f7069e195,18,EQUUSMiningToken,EQMT
0xa4bdb11dc0a2bec88d24a3aa1e6bb17201112ebe,6,StableUSD,USDS
0xa4e8c3ec456107ea67d3075bf9e3df3a75823db0,18,LoomNetwork,LOOM
0xa64bd6c70cb9051f6a9ba1f163fdc07e0dfb5f84,18,AaveInterestbearingLINK,aLINKv1
0xa704fce7b309ec09df16e2f5ab8caf6fe8a4baa9,18,AgriChain,AGRI
0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,4,Celsius,CEL
0xaaaf91d9b90df800df4f55c205fd6989c977e73a,8,Monolith,TKN
0xb0280743b44bf7db4b6be482b2ba7b75e5da096c,18,Transcodium,TNS
0xb056c38f6b7dc4064367403e26424cd2c60655e1,18,CEEKVR,CEEK
0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,8,Compound0x,cZRX
0xb4272071ecadd69d933adcd19ca99fe80664fc08,18,CryptoFranc,XCHF
0xb4efd85c19999d84251304bda99e90b92300bd93,18,RocketPool,RPL
0xeca82185adce47f39c684352b0439f030f860318,18,Perlin,PERL
0xb4058411967d5046f3510943103805be61f0600e,18,STONK,STONK
0xb683d83a532e2cb7dfa5275eed3698436371cc9f,18,BTUProtocol,BTU
0xb6c4267c4877bb0d6b1685cfd85b0fbe82f105ec,18,Relevant,REL
0xba100000625a3754423978a60c9317c58a424e3d,18,Balancer,BAL
0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,18,BandProtocol,BAND
0xbb1fa4fdeb3459733bf67ebc6f893003fa976a82,18,Bitnation,XPAT
0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,18,Loopring,LRC
0xbc86727e770de68b1060c91f6bb6945c73e10388,18,InkProtocol,XNK
0xbd2949f67dcdc549c6ebe98696449fa79d988a9f,18,MeterGovernancemappedbyMeter.io,eMTRG
0xd9ec3ff1f8be459bb9369b4e79e9ebcf7141c093,18,KardiaChainToken,KAI
0xbe9375c6a420d2eeb258962efb95551a5b722803,18,KyberStormXToken,STMX
0xbf2179859fc6d5bee9bf9158632dc51678a4100e,18,Aelf,ELF
0xc00e94cb662c3520282e6f5717214004a7f26888,18,Compound,COMP
0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,18,SynthetixNetworkToken,SNX
0x27702a26126e0b3702af63ee09ac4d1a084ef628,18,aleph.imv2,ALEPH
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WrappedEther,WETH
0xc11b1268c1a384e55c48c2391d8d480264a3a7f4,8,CompoundWrappedBTC,cWBTC
0xc12d099be31567add4e4e4d0d45691c3f58f5663,18,Auctus,AUC
0xc27a2f05fa577a83ba0fdb4c38443c0718356501,18,LamdenTau,TAU
0xc28e931814725bbeb9e670676fabbcb694fe7df2,18,QuadrantProtocol,EQUAD
0xc3dd23a0a854b4f9ae80670f528094e9eb607ccb,18,Trendering,TRND
0xc5bbae50781be1669306b9e001eff57a2957b09d,5,Gifto,GTO
0xc75f15ada581219c95485c578e124df3985e4ce0,18,zzz.finance,ZZZ
0xcc4304a31d09258b0029ea7fe63d032f52e44efe,18,TrustSwapToken,SWAP
0xcc80c051057b774cd75067dc48f8987c4eb97a5e,18,EthfinexNectarToken,NEC
0xcd62b1c403fa761baadfc74c525ce2b51780b184,18,AragonNetworkJuror,ANJ
0xcee1d3c3a02267e37e6b373060f79d5d7b9e1669,18,yffi.finance,YFFI
0xcf8f9555d55ce45a3a33a81d6ef99a2a2e71dee2,18,CBIIndex7,CBIX7
0xd15ecdcf5ea68e3995b2d0527a0ae0a3258302f8,18,MachiXToken,MCX
0xd26114cd6ee289accf82350c8d8487fedb8a0c07,18,OmiseGO,OMG
0xd341d1680eeee3255b8c4c75bcce7eb57f144dae,18,onG.social,ONG
0xd46ba6d942050d489dbd938a2c909a5d5039a161,9,Ampleforth,AMPL
0xd4c435f5b09f855c3317c8524cb1f586e42795fa,18,Cindicator,CND
0xd559f20296ff4895da39b5bd9add54b442596a61,18,FintruX,FTX
0xd6f0bb2a45110f819e908a915237d652ac7c5aa8,18,DFOHub,BUIDL2
0xd7631787b4dcc87b1254cfd1e5ce48e96823dee8,8,Sociall,SCL
0xd8912c10681d8b21fd3742244f44658dba12264e,18,Pluton,PLU
0xdac17f958d2ee523a2206206994597c13d831ec7,6,TetherUSD,USDT
0xdb25f211ab05b1c97d595516f45794528a807ad8,2,STASISEURS,EURS
0xdd974d5c2e2928dea5f71b9825b8b646686bd200,18,KyberNetworkLegacy,KNCL
0xdf2c7238198ad8b389666574f2d8bc411a4b7428,18,Mainframe,MFT
0xdf574c24545e5ffecb9a659c229253d4111d87e1,8,HUSD,HUSD
0xdfe691f37b6264a90ff507eb359c45d55037951c,4,Karma,KARMA
0xe17f017475a709de58e976081eb916081ff4c9d5,9,RMPL,RMPL
0xe25b0bba01dc5630312b6a21927e578061a13f55,18,ShipChainSHIP,SHIP
0xe3818504c1b32bf1557b16c238b2e01fd3149c17,18,Pillar,PLR
0xe41d2489571d322189246dafa5ebde1f4699f498,18,0xProtocol,ZRX
0xe48972fcd82a274411c01834e2f031d4377fa2c0,18,2key.network,2KEY
0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,8,renBTC,renBTC
0xec67005c4e498ec7f55e092bd1d35cbc47c91892,18,MelonToken,MLN
0xedd7c94fd7b4971b916d15067bc454b9e1bad980,18,Zippie,ZIPT
0xeeee2a622330e6d2036691e983dee87330588603,18,AskobarNetwork,ASKO
0xeeeeeeeee2af8d0e1940679860398308e0ef24d6,18,EthverseToken,ETHVEthverse
0xef9cd7882c067686691b6ff49e650b43afbbcc6b,18,FinNexus,FNX
0xefbd6d7def37ffae990503ecdb1291b2f7e38788,18,Evolution,EVO
0xf04a8ac553fcedb5ba99a64799155826c136b0be,18,Flixxo,FLIXX
0xf0fac7104aac544e4a7ce1a55adf2b5a25c65bd1,18,PampNetwork,PAMP
0xf1290473e210b2108a85237fbcd7b6eb42cc654f,18,HedgeTrade,HEDG
0xf29992d7b589a0a6bd2de7be29a97a6eb73eaf85,18,DMScript,DMST
0xf29e46887ffae92f1ff87dfe39713875da541373,18,UniCrypt,UNC
0xf2f9a7e93f845b3ce154efbeb64fb9346fcce509,18,UniPower,POWER
0xf433089366899d83a9f26a773d59ec7ecf30355e,8,Metal,MTL
0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,18,EnjinCoin,ENJ
0xf650c3d88d12db855b8bf7d11be6c55a4e07dcc9,8,CompoundUSDT,cUSDT
0xf8e386eda857484f5a12e4b5daa9984e06e73705,18,Indorse,IND
0xf911a7ec46a2c6fa49193212fe4a2a9b95851c27,9,Antiample,XAMP
0xf970b8e36e23f7fc3fd752eea86f8be8d83375a6,18,Ripio,RCN
0xfc1e690f61efd961294b3e1ce3313fbd8aa4f85d,18,AaveInterestbearingDAI,aDAIv1
0x00006100f7090010005f1bd7ae6122c3c2cf0090,18,TrueAUD,TAUD
0x00000000441378008ea67f4284a57932b1c000a5,18,TrueGBP,TGBP
0x00000100f2a2bd000715001920eb70d229700085,18,TrueCAD,TCAD
0x0000852600ceb001e08e00bc008be620d60031f2,18,TrueHKD,THKD
0x0000000000b3f879cb30fe243b4dfee438691c04,2,Gastoken.io2,GST2
0x06af07097c9eeb7fd685c692751d5c66db49c215,18,ChaiToken,CHAI
0x6c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e,8,CompoundBasicAttentionToken,cBAT
0xf5dce57282a584d2746faf1593d3121fcac444dc,8,CompoundSai,cSAI
0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,8,CompoundETH,cETH
0x39aa39c021dfbae8fac545936693ac917d5e7563,8,CompoundUSDCoin,cUSDC
0x158079ee67fce2f58472a96584a73c7ab9ac95c1,8,CompoundAugur,cREP
0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,18,BitfinexLEOToken,LEO
0x6f259637dcd74c767781e37bc6133cd6a68aa161,18,HuobiToken,HT
0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,18,MaticToken,MATIC
0x6b175474e89094c44da98b954eedeac495271d0f,18,DaiStablecoin,DAI
0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,18,SaiStablecoin,SAI
0x57ab1ec28d129707052df4df418d58a2d46d5f51,18,SynthsUSD,sUSD
0xeb269732ab75a6fd61ea60b06fe994cd32a83549,18,dForce,USDx
0x0000000000085d4780b73119b644ae5ecd22b376,18,TrueUSD,TUSD
0x679131f591b4f369acb8cd8c51e68596806c3916,18,TrustlinesNetworkToken,TLN
0x3a3a65aab0dd2a17e3f1947ba16138cd37d08c04,18,AaveInterestbearingETH,aETHv1
0xe1ba0fb44ccb0d11b80f92f4f8ed94ca3ff51d00,18,AaveInterestbearingBAT,aBATv1
0x9d91be44c06d373a8a226e1f3b146956083803eb,18,AaveInterestbearingKNC,aKNCv1
0x7d2d3688df45ce7c552e19c27e007673da9204b8,18,AaveInterestbearingLEND,aLENDv1
0x6fce4a401b6b80ace52baaefe4421bd188e76f6f,18,AaveInterestbearingMANA,aMANAv1
0x7deb5e830be29f91e298ba5ff1356bb7f8146998,18,AaveInterestbearingMKR,aMKRv1
0x71010a9d003445ac60c4e6a7017c1e89a477b438,18,AaveInterestbearingREP,aREPv1
0x328c4c80bc7aca0834db37e6600a6c49e12da4de,18,AaveInterestbearingSNX,aSNXv1
0xfc4b8ed459e00e5400be803a9bb3954234fd50e3,8,AaveInterestbearingWBTC,aWBTCv1
0x6fb0855c404e09c47c3fbca25f08d4e41f9f062f,18,AaveInterestbearingZRX,aZRXv1
0x66fd97a78d8854fec445cd1c80a07896b0b4851f,18,LunchMoney,LMY
0x16de59092dae5ccf4a1e6439d611fd0653f0bd01,18,iearnDAIv2,yDAIv2
0xc2cb1040220768554cf699b0d863a3cd4324ce32,18,iearnDAIv3,yDAIv3
0x04bc0ab673d88ae9dbc9da2380cb6b79c4bca9ae,18,iearnBUSD,yBUSD
0x04aa51bbcb46541455ccf1b8bef2ebc5d3787ec9,8,iearnWBTC,yBTC
0x73a052500105205d34daf004eab301916da8190f,18,iearnTUSD,yTUSDiearn
0x83f798e925bcd4017eb265844fddabb448f1707d,6,iearnUSDTv2,yUSDTv2
0xe6354ed5bc4b393a5aad09f21c46e101e692d447,6,iearnUSDTv3,yUSDTv3
0xd6ad7a6750a7593e092a9b218d66c0a814a3436e,6,iearnUSDCv2,yUSDCv2
0x26ea744e5b887e5205727f55dfbe8685e3b21951,6,iearnUSDCv3,yUSDCv3
0xf61718057901f84c4eec4339ef8f0d86d2b45600,18,iearnSUSD,ySUSD
0xacfa209fb73bf3dd5bbfb1101b9bc999c49062a5,18,BlockchainCertifiedDataToken,BCDT
0x4de2573e27e648607b50e1cfff921a33e4a34405,18,LendroidSupportToken,LST
0x630d98424efe0ea27fb1b3ab7741907dffeaad78,8,PEAKDEFI,PEAK
0xd56dac73a4d6766464b38ec6d91eb45ce7457c44,18,Panvalapan,PAN
0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,2,Geminidollar,GUSD
0x6ee0f7bb50a54ab5253da0667b0dc2ee526c30a8,18,AaveInterestbearingBinanceUSD,aBUSDv1
0xd7efb00d12c2c13131fd319336fdf952525da2af,4,Proton,XPR
0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,18,KEEPToken,KEEP
0x1c5db575e2ff833e46a2e9864c22f4b22e0b37c2,8,renZEC,renZEC
0x459086f2376525bdceba5bdda135e4e9d3fef5bf,8,renBCH,renBCH
0x8daebade922df735c38c80c7ebd708af50815faa,18,tBTC,tBTC
0x0316eb71485b0ab14103307bf65a021042c6d380,18,HuobiBTC,HBTC
0x3a9fff453d50d4ac52a6890647b823379ba36b9e,18,Shuffle.MonsterV3,SHUF
0xc0f9bd5fa5698b6505f643900ffa515ea5df54a9,18,DONUT,DONUT
0x0000000000004946c0e9f43f4dee607b0ef1fa1c,0,ChiGastokenby1inch,CHI
0xd6a55c63865affd67e2fb9f284f87b7a9e5ff3bd,18,Switch,ESH
0x1fc31488f28ac846588ffa201cde0669168471bd,2,UAX,UAX
